,title,author,summary,category,word_count,age_cat,num_views,num_fav,publication_date,tags,url,download_link
332,A Demon king's Obsession,bellaxrosaliexalice,,Fantasy,1 Words,Ages 0 and up,927,19,01-29-2011,"{'vampire', 'fantasy'}",https://www.bookrix.com/_ebook-bellaxrosaliexalice-a-demon-king-039-s-obsession/,https://www.bookrix.com/Books/Download.html?bookID=bellaxrosaliexalice_1296279006.9096200466&format=epub
333,Welcome To The Nightmare,S.K Nuanes,"After Ryan Duce is found dead and is said to be a suicide, it's easy for me to see the real cause. A demon is responsible,after that more start to spawn.

Everyone has a weakness, even the mighty lion has a life source. Justice can be a twisted fate, killing every demon is a challenge I gladly accept. I am seen as a traitor. The hunters will want my head, my father will seek a reward for my capture. Soon it turns into a game, who ever stays alive wins.

There are only two options here...

Kill or be killed.


""If I die, I will be glad, cause for few moments I won't be your son...""

Brent continues to tell his story...


Rated M-",Fantasy,36305 Words,Ages 16 and up,927,18,01-01-2013,"{'revenge', 'devil', 'undead', 'action', 'evil,... Show more', 'horror', 'darkness', 'demons', 'vampire'}",https://www.bookrix.com/_ebook-s-k-nuanes-welcome-to-the-nightmare/,https://www.bookrix.com/Books/Download.html?bookID=sweetmassacre19_1331912143.7521679401&format=epub
334,A Book,Alexie,my mom wrote this so I'm doing this as a favor for her considering everything shes done to me. I hope you guys enjoy it so please comment and tell me what you think.,Fantasy,11224 Words,Ages 0 and up,925,5,06-17-2012,,https://www.bookrix.com/_ebook-alexie-a-book/,https://www.bookrix.com/Books/Download.html?bookID=dragonriders_1339964571.0786139965&format=epub
335,Blood Moon Rising,John Stormm,Jonathan returns from the Army to find his place in his father's witch clan.,Fantasy,4695 Words,Ages 0 and up,922,30,01-27-2010,"{'hereditary witches', 'dog soldiers', 'blood moon'}",https://www.bookrix.com/_ebook-john-stormm-blood-moon-rising/,https://www.bookrix.com/Books/Download.html?bookID=stormm_1264624576.6880619526&format=epub
336,Trinity's Blood,authoroffantasy,"Trinity is wanting to go to her parents in New York but once again something comes between her. She finds herself once again in the Night Council's arms, and in Puppet's under the power bestowed to her best friend/vampire.",Fantasy,3433 Words,Ages 0 and up,921,52,01-02-2010,"{'love', 'drama', 'frienship', 'vampire'}",https://www.bookrix.com/_ebook-authoroffantasy-trinity-039-s-blood-2/,https://www.bookrix.com/Books/Download.html?bookID=authoroffantasy_1262412503.2503650188&format=epub
337,Shades of Love,hima,"Nikki finds her world crumble under her feet when Ethan her love dies to save her.
A strange family saves her from the accident but she soon realizes that she is not saved but given the worst fate to live eternal without Ethan. What can she do? Why was she even living when the love of her life is gone forever?",Fantasy,14714 Words,Ages 0 and up,916,36,05-25-2011,"{'life', 'half-vampires', 'vampires', 'death'}",https://www.bookrix.com/_ebook-hima-shades-of-love/,https://www.bookrix.com/Books/Download.html?bookID=himabindu.works8_1306302951.8246769905&format=epub
338,The Chosen One,Secret.Z,Linzy was just a normal girl before she know who is she really are. She adopted parents has been kill by Demons and she has been take to ZARIOUS the magical world that will change her life forever and she will know the true story about her past and her real parents that has been kill by her uncle Dendrict.Then she need to saved ZARIOUS and all the creatures that life in it from her uncle.Will Linzy able to saved it or will she run from the truth.,Fantasy,8677 Words,Ages 12 and up,917,13,05-19-2012,,https://www.bookrix.com/_ebook-secret-z-the-chosen-one/,https://www.bookrix.com/Books/Download.html?bookID=secret.z_1337487537.3131420612&format=epub
339,Vega,Lisa Marie Darby,"Can you sum up your life in one word or phrase? Well I can.
It has been said that a person’s life can be broken down into one controlling idea. This controlling idea consists of all their aspirations, habits, hobbies and actions to be centred on this idea. This could be in a sense, sum up one’s life into one word or a phrase. Now think hard about what your controlling idea is? What is the reason behind all those things that you do, you may not believe that there is a reason for why you do what you do, when in fact there is a reason for everything. It’s incredibly hard for some people to find out what their controlling idea is, whereas for me? It’s as easy as 1...2...3..., simply because of my past. By now you’re probably wondering what my controlling idea is right; well my controlling idea is Revenge.
Meet Max Vega and follow her life as it spirals out in a way she couldn't have ever predicted",Fantasy,6381 Words,Ages 16 and up,909,5,07-11-2012,"{'trolls,... Show more', 'vampires', 'hate', 'wolfs', 'death', 'love', 'supernatural', 'fantasy'}",https://www.bookrix.com/_ebook-lisa-marie-darby-vega/,https://www.bookrix.com/Books/Download.html?bookID=river._1342047608.4079980850&format=epub
340,Instinct Pt. 1,Amora P.,"Seventeen year old Clara Paige is a average teen, she gets good grades has good friends, but all that can change when her best friend Eli reveals his most darkest secret, tops, she's. Being rejected by the only person who she trust, can any body or anything help her now.",Fantasy,8071 Words,Ages 12 and up,907,35,05-27-2012,,https://www.bookrix.com/_ebook-amora-p-instinct-pt-1/,https://www.bookrix.com/Books/Download.html?bookID=amaniposley_1338130334.0303139687&format=epub
341,Full moon - Bis(s) zum Vollmond,Ich xD,"Ich wusste das wenn ich jetzt einen einzigen Fehler machen würde, mich falsch bewegen oder einen falschen Schnaufer machen würde, alles wofür ich die letzten Jahre gearbeitet haben, umsonst sein würden. Die paar Jahre machten in der Hinsicht auf meine Zukünftige Lebensdauer – wobei Leben das falsche Wort dafür ist – zwar nicht viel aus, doch ich hatte es hart erarbeiten müssen.

Ich habe eine Geschichte geschrieben,die Bellas Leben beschreibt, wenn sie die Wölfe im zweiten teil nicht vor dem Bösen Vampir Lourant geschützt hätten.

Ich hoffe es gefällt euch. Würde mich sehr über Kommis freuen, damit ich mich verbessern kann :)",Fantasy,3149 Words,Ages 0 and up,903,35,07-22-2010,"{'Full Moon', 'Bella', 'Breaking Dawn', 'Eclipse', 'New moon', 'Edward', 'Joice', 'Aiden,... Show more'}",https://www.bookrix.com/_ebook-ich-xd-full-moon-bis-s-zum-vollmond/,https://www.bookrix.com/Books/Download.html?bookID=pinkiii_1279810528.8071238995&format=epub
342,The Mystery of my Life,Lauren C,"Ivy Grove is a middle school student of the age of 14. She has a strange appearance. Her hair is white as snow(not like that has anything to do with Snow White) and eyes blue like the ocean. She has an older sister and a younger sister, both annoying. Her parents died in a car accident and her family was adopted by a horrible woman named Karen Grenville. Ivy may not know it, but she has a special secret. Ivy slowly learns the secret of her birth as strange things happen, and it also seems that her friends and family aren't as they appear.

Author's Note: I'm going to continue the book when I don't have my writer's block, and when the day I finally finish this book, I'll proof-read it. Also I'm going to use bite off names of real thing in life. Ex. Mola-Mola or something :P Also, if you want me to fix the book nope! I'm just gonna write and write and write. And I think I'll add some parts and change randomly :P",Fantasy,2757 Words,Ages 10 and up,902,24,03-08-2012,"{'Person', 'Epicish', 'Ivy', 'is', 'Grove', 'Greene', 'Cake,... Show more', 'Funny', 'Sarah', 'she?', 'a', 'or'}",https://www.bookrix.com/_ebook-lauren-c-the-mystery-of-my-life/,https://www.bookrix.com/Books/Download.html?bookID=mystery.butterfly_1331251652.9371790886&format=epub
343,BittenSweet.,Roxanne Rain.,"BittenSweet. Savhanna is a vampire. At the age of 6 Savhanna was taken in by a adoptive human family. She can't really remember her real parents. Love, hits her hard, while she tries to help her adoptive mum, look after her younger sister. Now at the age of 18, shes only now learning how to take care of what powers she holds, while learning how to love, care and support everyone around her.


~ Description may change. Sorry.

~ BittenSweet. will be updated every week on a Friday at the moment. Early updates may happen. I am currently updating another book called ""Rain"" and writing a new book a the moment.",Fantasy,12645 Words,Ages 14 and up,901,21,01-11-2013,"{'dark', 'vampires', 'forbidden', 'friends', 'love', 'sweet,... Show more', 'school', 'secrets', 'life'}",https://www.bookrix.com/_ebook-roxanne-rain-bittensweet/,https://www.bookrix.com/Books/Download.html?bookID=amayaroxkz_1357963888.7934880257&format=epub
344,The Lost Eight,Duron Crejaro,"Two millennia ago, eight powerful crafters of magic ruled Mris. They stole that which was the worlds, and locked it away for their own benefit. Magic itself. Then came the war. The lands were devastated, and the artifacts lost along with magic. Two thousand years later, magic has become myth, along with the War of Eight. A man mysterious in origins believes, and is witness to the discovery of one of the Lost Eight and seems to know well their unimaginable power. Now he has set in motion a plan countless ages in the making. With the help of a young optimistic knight, a man of faith, an unusual lizard man and a wily young orphan; He has one last hope for Mris, A promise two millennia in the making.",Fantasy,52846 Words,Ages 10 and up,901,31,04-06-2015,"{'Magic', 'Gods', 'Monsters', 'Lizardman,... Show more', 'Dwarves', 'Fantasy', 'Elves', 'Psychic', 'Fiction'}",https://www.bookrix.com/_ebook-duron-crejaro-the-lost-eight/,https://www.bookrix.com/Books/Download.html?bookID=inc392fe8b06155_1427939860.9716680050&format=epub
345,Traditions,Michael Sullivan,A fantasy short story.,Fantasy,3636 Words,Ages 0 and up,901,17,01-13-2009,{'fantasy'},https://www.bookrix.com/_ebook-michael-sullivan-traditions/,https://www.bookrix.com/Books/Download.html?bookID=rsullivan9597_1231870950.5584230423&format=epub
346,Ares,Nikki Hall,"Ares has been a hunter all her life. She knows how to keep herself distanced enough, and she knows how all the supernatural forces in the world work.
But when she meets the Winchester brothers, will that ""bad girl"" attitude hold up?

*Fanfiction: Credit for Sam, Dean, and other major characters goes to Eric Krpike, the creator and writer of the TV series!*",Fantasy,7610 Words,Ages 14 and up,899,30,01-25-2012,"{'assassin', 'Ares', 'romance', 'Nikki Hall', 'paranormal', 'fantasy'}",https://www.bookrix.com/_ebook-nikki-hall-ares/,https://www.bookrix.com/Books/Download.html?bookID=nikkihall94_1327507729.8990190029&format=epub
347,Werewolves,Gwendolyn Havens,Lizze is a nineteenyear old girl. Her best friend is a werewolf. Can Lizze handle the truth? Find out!,Fantasy,209 Words,Ages 0 and up,897,12,06-24-2010,,https://www.bookrix.com/_ebook-gwendolyn-havens-werewolves/,https://www.bookrix.com/Books/Download.html?bookID=gwenrocksudont_1277389581.9397621155&format=epub
348,FURIES,Shannon Burton,"There are so many what-ifs in this world.


What if I would have worn this today or what if I would have spoken a little louder.


Maybe, just maybe,things might have been different.


But then there are times where you find that there is nothing you could have possibly done to stop an outcome.


You were one of those times.


You stole my power of will and showed me the force of a Furie.",Fantasy,34503 Words,Ages 16 and up,903,41,08-27-2014,,https://www.bookrix.com/_ebook-shannon-burton-furies/,https://www.bookrix.com/Books/Download.html?bookID=xpb7fab7db7cb35_1409100956.3389229774&format=epub
349,the hunter,leanne king,holly walkman is no ordernary 17 year old girl. she hunts vampires she wont give up until she has staked the vamp who took her dad away fom her. the journey she go on to find the vamp is turned upside down. her life in danger can she trust the boy who is risking his own life to safe her from his kind or is he just draging her deeper in.,Fantasy,1752 Words,Ages 0 and up,896,47,04-04-2010,{'vampires'},https://www.bookrix.com/_ebook-leanne-king-the-hunter/,https://www.bookrix.com/Books/Download.html?bookID=in.a.world.of.mine_1270397914.8995668888&format=epub
350,Dragons,Patrick Stephens,Everan and Alister were best friends but he had secrets she didn't know until she was told by the mysterious dragon lestron. They were secrets that would make him do anything for power and when he was offered power he took it. What will Everan do now?,Fantasy,3621 Words,Ages 0 and up,896,15,03-17-2010,,https://www.bookrix.com/_ebook-patrick-stephens-dragons/,https://www.bookrix.com/Books/Download.html?bookID=patrick54112_1268862194.3194599152&format=epub
351,Living Hell: 'Daughters of the Night' (On-Hold),Chloe Knox & TayTay2000 & Bookaholic25,"“When I was a little girl and heard the word Hell, tons of horrific things took over my mind. I would think of fire, demons, and darkness. I would imagine tons and thousands of dead bodies tossed on a pile next to a crack in dried up land, lava circling inside. I could practically hear all the screams and pleas of mercy, torture, and pain…never did I think that I’d actually get a chance to see if all my theories and wonders about the underworld where true, let alone live in a castle with Lucifer, the devil himself…”

Naomi Thompson has very little memories of her past, before she was kidnapped by a mysterious creature and brought to Hell to live with Lucifer and his mistresses. But when she runs into a familiar face, on the night of her sixteenth birthday, she wonders if this mystery man has the key to her past and future. Maybe he can even help her escape...",Fantasy,11570 Words,Ages 14 and up,894,38,04-13-2012,"{'Romance', 'Lilith', 'Drama', 'Lucifer', 'Angels,... Show more', 'Hell', 'Nephilim', 'Friendship'}",https://www.bookrix.com/_ebook-chloe-knox-taytay2000-bookaholic25-living-hell-039-daughters-of-the-night-039-on-hold/,https://www.bookrix.com/Books/Download.html?bookID=chloeknox18_1334354730.7113580704&format=epub
352,Destiny,Jinxrox,"She doesn't know her past, nor anything about the world. She lives and thrives in solitude. But one defect has kept her from the world. She's blind. So when she finally gets her chance at life, she takes it, never knowing what effect it will have. Destiny's past starts to reform, and an curse based upon this is begging to be broken. In a story or adventure, fantasy, honesty, and love, Destiny will decide her own fate.",Fantasy,15813 Words,Ages 0 and up,892,8,03-04-2011,"{'magic', 'forest', 'blind', 'destiny', 'jinxrox', 'fantasy'}",https://www.bookrix.com/_ebook-jinxrox-destiny/,https://www.bookrix.com/Books/Download.html?bookID=jinxrox_1299229735.1248819828&format=epub
353,My Moon,S. D. A.,"Rowan Walker is just your average teenage girl. While her parents are on a buisness trip, she bumps into this mysterious boy named Tristian... There, her world is turned upside down. And she hasn't even started high school yet!",Fantasy,23088 Words,Ages 14 and up,892,21,10-29-2011,,https://www.bookrix.com/_ebook-s-d-a-my-moon/,https://www.bookrix.com/Books/Download.html?bookID=moongazer_1319932088.2858719826&format=epub
354,Millennia,Raven Slake,"I am not human. I may look the part, but look me straight in the eye and tell me that I'm not the  monster that haunts your dreams.
A few monthes back, I was average, still not human, but average. A wolf, that's what I was; incapable of withstanding too many bullets and bites. I was shot, bitten, and killed all in one day with my twin brother to watch it all.
But I came back.",Fantasy,40155 Words,Ages 14 and up,890,7,03-25-2015,"{'wolf', 'battle,... Show more', 'pack', 'werewolf', 'virus', 'survival', 'lycan', 'millennia', 'fantasy'}",https://www.bookrix.com/_ebook-raven-slake-millennia/,https://www.bookrix.com/Books/Download.html?bookID=avf11b256e12155_1427251014.0865750313&format=epub
355,Kriss Kross,Emily,"Kriss Kross is about Rose Myers, a normal girl who has moved to Japan from the US. But she soon finds out about her past and her true family. One bite changes her entire life. But can she solve this mystery with a perverted stalker, and a hot lover on her mind?",Fantasy,14294 Words,Ages 10 and up,888,34,05-30-2012,"{'highschool', 'kross', 'kriss', 'awesome', 'anime', 'pervert', 'stalker', 'funn,... Show more', 'kawaii'}",https://www.bookrix.com/_ebook-emily-kriss-kross/,https://www.bookrix.com/Books/Download.html?bookID=emmachan17_1338398487.4952778816&format=epub
356,Angels and Death,Samantha Thomas,"Do you believe in Angels? What would happen if an Angel lost faith, and rebelled? What would happen if he took his charge with him?

Angels and Death is about a guardian Angel named Caspian, who was supposed to let his charge Samantha die, but did not. Caspian believes she is destined for greatness, and now it has become his soul purpose to prove so. But Caspian's rebellion and lack of faith in his father The Lord Above, will cost him severly.


Find out what happen's to Cas and his beloved charge Samantha in Angels and Death.",Fantasy,8120 Words,Ages 0 and up,882,29,10-15-2010,"{'mother earth', 'friendships', 'death', 'love', 'guardian angels', 'fanatsy', 'angels'}",https://www.bookrix.com/_ebook-samantha-thomas-angels-and-death/,
357,Young Guardian Trilogy,Lady Adellandra Dratianos,"In my own words, I tell my story, and the story of my Love, Life and Mystic Magic!",Fantasy,111576 Words,Ages 0 and up,879,15,07-06-2009,,https://www.bookrix.com/_ebook-lady-adellandra-dratianos-young-guardian-trilogy-2/,https://www.bookrix.com/Books/Download.html?bookID=ladyadellandra_1246860126.9615700245&format=epub
358,The hunter 2,leanne king,can she trust vamp boy who saved her life or is he messing with her,Fantasy,1224 Words,Ages 0 and up,878,39,04-08-2010,"{'vamps', 'evil', 'hunter', 'love', 'truth'}",https://www.bookrix.com/_ebook-leanne-king-the-hunter-2/,https://www.bookrix.com/Books/Download.html?bookID=in.a.world.of.mine_1270746048.5378510952&format=epub
359,Through the Looking-Glass,Lewis Carroll,,Fantasy,2 Words,Ages 0 and up,874,13,08-26-2009,,https://www.bookrix.com/_ebook-lewis-carroll-through-the-looking-glass/,https://www.bookrix.com/Books/Download.html?bookID=librarian_1251887916.7492458820&format=epub
360,dragonball,vegeta7,vegeta will kill you if you get in his way of killing kakarot majinbuu has survived so this is not the last of it they will be back kakrot and vegeta and majinbuu will be back into the end,Fantasy,539 Words,Ages 16 and up,875,2,07-23-2012,{'plz like this'},https://www.bookrix.com/_ebook-vegeta7-dragonball/,https://www.bookrix.com/Books/Download.html?bookID=vegeta7_1343019267.7589631081&format=epub
361,A Mermaids Tale,Yasminlovesbookx,,Fantasy,515 Words,Ages 0 and up,873,4,11-23-2011,,https://www.bookrix.com/_ebook-yasminlovesbookx-a-mermaids-tale/,https://www.bookrix.com/Books/Download.html?bookID=yasminlovesbooksx_1322083303.7248480320&format=epub
362,"Poison me, Please.",Christina.D,"Being a shapeshifter isn't easy. Living in a house full of shapeshifters is even harder. But then it can all be fixed with a vampire coming to save you, well by that I mean he uses you to show of to other big vampires who want to stick their teeth into you. Well maybe the warlock can help? Wait, but then you would have to kill him...",Fantasy,10575 Words,Ages 0 and up,874,46,08-30-2011,,https://www.bookrix.com/_ebook-christina-d-poison-me-please/,https://www.bookrix.com/Books/Download.html?bookID=christina.d._1314724731.8703050613&format=epub
363,Unseen Emotions,Kylie Richardson,This book is a werewolf vampire love story. Damian is 17 years old and is a werewolf. His family just moved to Fox Hill Oregon. Damian starts high school and falls in love with Rebeckah Smith. What they dont now is each others secrets. In this fun thrilling book watch Rebeckah and Damian fight for true love. Who will win?,Fantasy,7442 Words,Ages 0 and up,868,31,06-24-2010,"{'true love', 'werewolf', 'vampire'}",https://www.bookrix.com/_ebook-kylie-richardson-unseen-emotions/,https://www.bookrix.com/Books/Download.html?bookID=wolflvr1407_1277436660.8952679634&format=epub
364,Reality Lies,D.F. Downey,"Have you ever seen something that you swear was something else only to find you were badly mistaken? Imagine a world where how a young boy sees the world is what the world becomes!This is is the story of Jay Noll as we follow him and the people he loves through the stages of his life, schooldays, young love, commitment and loss. A story of that realization that what we see is only how we perceive it. We are all Jay Noll and reality lies to each of us in our own separate ways.
In my father's death I discovered the deeper meaning of this work and lived the reality of letting go. There are layers on layers of how we see the world. This story goes there.",Fantasy,38924 Words,Ages 12 and up,869,2,05-20-2013,"{'life', 'Love', 'loss'}",https://www.bookrix.com/_ebook-d-f-downey-reality-lies/,https://www.bookrix.com/Books/Download.html?bookID=yox465_1369073795.4994719028&format=epub
365,Not Normal,Alecia M. Hunter,"What you see is not always what you get... The story of a girl growing up in a magickal world. It seems odd, but could magickal creatures believe that others are just a myth?",Fantasy,695 Words,Ages 0 and up,863,45,04-14-2010,,https://www.bookrix.com/_ebook-alecia-m-hunter-not-normal/,https://www.bookrix.com/Books/Download.html?bookID=alecia.m.hunter_1271223194.8186340332&format=epub
366,The demon awakened,"Megumi,Akira",Narue Sakurai was an average high school student until she met 'Him',Fantasy,251 Words,Ages 0 and up,858,31,12-06-2010,"{'drama', 'romance', 'anime', 'comedy', 'fantasy'}",https://www.bookrix.com/_ebook-megumi-akira-the-demon-awakened/,https://www.bookrix.com/Books/Download.html?bookID=akira.megumi_1291694793.3368461132&format=epub
367,The Ferryman,Leslie Thompson,A tour down the river Styx with Charon. This is the final draft and I will replace the original as soon as I can get the bleeping thing to do what I want.),Fantasy,4923 Words,Ages 0 and up,861,7,08-08-2011,"{'Greek myth', 'death'}",https://www.bookrix.com/_ebook-leslie-thompson-the-ferryman-1/,https://www.bookrix.com/Books/Download.html?bookID=lesliethompson_1312832016.2263190746&format=epub
368,Matriarchal Mayhem,John Stormm,"The current witch clan matriarch, Melanie, takes on the task of teaching outsiders the benefits of practical witchery. She must also work a diplomatic solution that will soften her father's feelings over a long past clan faction split when their current matriarch, Leona Mae, comes for a visit on Halloween. This story gives a great inside peek at witch culture at its most practical.",Fantasy,7907 Words,Ages 0 and up,855,18,01-29-2010,"{'wizard', 'Witch Clan', 'fae', 'matriarch'}",https://www.bookrix.com/_ebook-john-stormm-matriarchal-mayhem/,https://www.bookrix.com/Books/Download.html?bookID=stormm_1264811458.7249140739&format=epub
369,Monster Exile,Amber & Emily,Two new students join this School. One from the United states and another from Tokyo. They become friends and they both have secrets. These two girls become friend with so many people and change all of their life's. Will they defeat Monster Exile?,Fantasy,10289 Words,Ages 0 and up,852,60,12-11-2011,"{'action', 'comedy', 'Monster', 'school', 'vampire'}",https://www.bookrix.com/_ebook-amber-emily-monster-exile/,https://www.bookrix.com/Books/Download.html?bookID=bambi42_1323640559.8768980503&format=epub
370,Bloody Mary,Ash Tearz,"if you want to learn the truth behind Bloody Mary, here is what i think. Many of you might not beleive it, but this is what I beleive. I hope you like it! :)",Fantasy,551 Words,Ages 0 and up,852,12,01-31-2012,"{'Bloody', 'The Truth', 'Mary'}",https://www.bookrix.com/_ebook-ash-tearz-bloody-mary/,https://www.bookrix.com/Books/Download.html?bookID=ashtearz_1328043935.3214800358&format=epub
371,The final day,based on the book by stephenie meyer,,Fantasy,1456 Words,Ages 0 and up,850,58,09-25-2010,,https://www.bookrix.com/_ebook-based-on-the-book-by-stephenie-meyer-the-final-day/,https://www.bookrix.com/Books/Download.html?bookID=pumpkin1997_1285399789.8173809052&format=epub
372,Broken,Samantha Jones,"Hi my name is Rave Moonlight I have long black hair that reaches my waist. I weigh 124 pounds I am 5'1 I have Violet colored eyes. My skin as soft as satin but scarred like a tree. I am a misfit but I am all alone I am anti social but i make strait A's even if I don't speak a word. I live in a world called Leviathana it is were people have certain features of different animals I have Bunny ears, nose, tail, and actions. This also has the book Kiara and Nero apart of it",Fantasy,849 Words,Ages 14 and up,848,6,06-18-2014,"{'mate', 'demi shifter', 'addicted', 'death', 'Bunny shifter', 'elve', 'panther', 'angel'}",https://www.bookrix.com/_ebook-samantha-jones-broken/,https://www.bookrix.com/Books/Download.html?bookID=uw36ae020e36135_1402024158.2888710499&format=epub
373,And The Heavens Fell Silent,Maria Louise,"My name is Yram, the chosen one. Follower of God, mistress of the devil and daughter of lucifer's right hand man.
I live in a world of pain darkness and fear, but there is still hope. For even one bright star in the dark abyss of the night sky is enough to fight for.
And fight I will. Until my soul leaves my flesh, and maybe even after that.",Fantasy,55949 Words,Ages 14 and up,849,8,06-07-2013,"{'romance', 'Biblical', 'Science fiction', 'Adventure', 'Philosopy'}",https://www.bookrix.com/_ebook-maria-louise-and-the-heavens-fell-silent/,https://www.bookrix.com/Books/Download.html?bookID=inkstained_1354144539.1497039795&format=epub
374,The fire within,Lisa McIntyre,"Ember has always been different to other kids. No friends,No mum or dad and trapped in a home with her Uncle Vincent,Aunt Petunia and Cousin Calum. When a mysterious letter comes addressed to her it seems like a dream come true, but will it be all she hoped or will she be let down again",Fantasy,1129 Words,Ages 0 and up,843,18,05-05-2011,,https://www.bookrix.com/_ebook-lisa-mcintyre-the-fire-within/,https://www.bookrix.com/Books/Download.html?bookID=amy98800_1304440397.3244750500&format=epub
375,Forbidden- Pieces,Hannah Quade,"Emily and Jake seem to be getting better, but will the new kid mess that up",Fantasy,3264 Words,Ages 0 and up,841,37,04-10-2011,"{'Werewolf', 'Romance', 'Emily', 'Wolf'}",https://www.bookrix.com/_ebook-hannah-quade-forbidden-pieces/,https://www.bookrix.com/Books/Download.html?bookID=dinoslovehannah_1302483272.0611920357&format=epub
376,Passion,Jadyenne Remkes,"Radella, a girl,with the ability to sense and use the energy around her, looses the only two people she thought were her family, she is given a life she had lived but can no longer remember. a life with the only people like her. each learning and receiving powers from several dimensions. she realizes all too soon that some one is following them threatening to kill. the four friends venture out to find the lives they had before, remembering lost love and reuniting a family...",Fantasy,19927 Words,Ages 16 and up,841,44,05-02-2010,"{'R.E Remkes', 'dark', 'tempation'}",https://www.bookrix.com/_ebook-jadyenne-remkes-passion/,https://www.bookrix.com/Books/Download.html?bookID=radella2die4.com_1272830298.5272650719&format=epub
377,Angel Dust,Terry Kuder III,"What would you do if you could feel heartache, but couldn't escape it?

This is the story of a man who, after being left for dead by the woman he loves, attempts suicide only to find out that he is immortal. Now, with his best friend, Dan, he goes on a quest to find the woman, find out why he's immortal, and most importantly: if she really loves him.",Fantasy,23251 Words,Ages 16 and up,837,17,01-31-2011,"{'Immortal', 'Suicide', 'Love', 'Ryter', 'Fantasy', 'Angel', 'Dust', 'Epic', 'Trilogy'}",https://www.bookrix.com/_ebook-terry-kuder-iii-angel-dust/,https://www.bookrix.com/Books/Download.html?bookID=tkuder86_1296509084.7249019146&format=epub
378,The Awakening,Andrea N. C.-Horti,"A young girl named Schuyler wakes up after a mysterious dream after being in a coma for two months. She and her family had gone on a boating trip and an accident occured she, Schuyler was the only survivor. It was discovered that the shock of the accident caused to have amnesia, now she must piece her life back together.",Fantasy,1093 Words,Ages 0 and up,833,24,04-14-2012,,https://www.bookrix.com/_ebook-andrea-n-c-horti-the-awakening/,https://www.bookrix.com/Books/Download.html?bookID=artistgirl2637_1334437101.4931800365&format=epub
379,The Silver Doe,Audrey Parker,"Sari Ausen is a good girl with unfortunate circumstances. She was taken away by her father when she was one month old, and when he disappeared she was sent to live with her older brother, Kaz, who is nursing his sorrow of his late mother and girlfriend.",Fantasy,9167 Words,Ages 0 and up,834,11,12-21-2011,,https://www.bookrix.com/_ebook-audrey-parker-the-silver-doe/,https://www.bookrix.com/Books/Download.html?bookID=audrey48_1324508613.1058309078&format=epub
380,The Day their World Shook,LAZARUS,,Fantasy,2 Words,Ages 0 and up,833,22,05-04-2011,,https://www.bookrix.com/_ebook-lazarus-the-day-their-world-shook/,https://www.bookrix.com/Books/Download.html?bookID=lazarus67_1304524341.3797729015&format=epub
381,Antigone,sora405,"The messenger is the one taking about Antigone. The king killed his brother and Antigone want to go bury the king brother. But the king decree not to bury him, the prince saved Antigone and they got marry.",Fantasy,1 Words,Ages 0 and up,830,4,05-13-2010,,https://www.bookrix.com/_ebook-sora405-antigone/,https://www.bookrix.com/Books/Download.html?bookID=sora405_1273758578.1285200119&format=epub
382,A Magical Betrayal,arabian,"Aleca had a perfect life:parents who loved her, suitors around every corner, and she was the crown princess of Abiscondus. But, when she disovers some strange creatures in the woods and that she was a wood sprite in another life she's thrust into an adventure that she could end up never coming out of...",Fantasy,17287 Words,Ages 0 and up,829,33,06-02-2010,"{'adventure', 'fantasy'}",https://www.bookrix.com/_ebook-arabian-a-magical-betrayal/,https://www.bookrix.com/Books/Download.html?bookID=arabian_1275501690.6315789223&format=epub
383,living with one direction,Jasmine,Red and her best friend Lizzy has one direction live with them for 2 whole months.But something is wrong with Red like shes scared for life will one direction help her see it wasn't he fault or will she keep saying its her fall and slowly die inside....,Fantasy,5035 Words,Ages 12 and up,825,38,07-22-2012,"{'Louis', 'Harry', 'Niall', 'annoying', 'Liam', 'Zayn', 'music'}",https://www.bookrix.com/_ebook-jasmine-living-with-one-direction/,https://www.bookrix.com/Books/Download.html?bookID=minght.girl.fangs_1342988926.1510570049&format=epub
384,The Vampire Child,Alex Everett,"Everybody wants to be Annalice I mean come on she's rich, talented, beautiful, Nice, popular, and is almost famous but one day when she finds out that her and her family are vampires will she want to start a whole new terrible life just to get rid of her vampire half? I'll be adding to this a few times a week.",Fantasy,7495 Words,Ages 0 and up,824,28,02-23-2012,,https://www.bookrix.com/_ebook-alex-everett-the-vampire-child/,https://www.bookrix.com/Books/Download.html?bookID=alexandria.pages_1330049887.1024339199&format=epub
385,The Silent Quest,IziCain,"It's been a year since Anahita Meerad's parents died. She is now a healthy growing sixteen year old, but not everything inside her is manipulating.
The day of her current beating at the brutal Queen Concetta's Castle, Ren Talon, a gentlemen who claims to buy maids shows Anahita the world she truly belongs to.
Can Anahita accept the path her parents took?",Fantasy,19398 Words,Ages 12 and up,828,22,12-05-2011,"{'Queens', 'magic', 'betrayal', 'tasks', 'search', 'Fantasy', 'adventure', 'loss', 'King'}",https://www.bookrix.com/_ebook-izicain-the-silent-quest/,https://www.bookrix.com/Books/Download.html?bookID=izicain_1323075675.3454520702&format=epub
